ret,fx,fy,cx,cy,k1,k2,p1,p2,k3
0.6983682215279349,703.488328958457,698.6966201771238,320.45975515898283,218.09359930675595,0.11156372321290194,-1.1643776764535247,-0.0015299429133499702,-0.0028345504443203114,2.536767452488343
