ret,fx,fy,cx,cy,k1,k2,p1,p2,k3
0.3319038924510813,418.420063100045,415.01838264747596,330.37124566679245,220.21999067250354,-0.059339201131904294,0.22650380783712457,-0.004049575837955024,0.0036229196978799644,-0.2824204241895118
