ret,fx,fy,cx,cy,k1,k2,p1,p2,k3
0.3201046644084038,717.2188865203932,712.5966876935174,332.10890623634543,227.390855653622,-0.006289167115335974,-0.26810835270907113,0.002066483871334648,-0.00027347937562393005,0.09133545465932572
