ret,fx,fy,cx,cy,k1,k2,p1,p2,k3
0.37589974594304065,773.1425124793432,767.6527166741847,343.3957572207945,239.79282105557377,-0.0699140488687534,-0.5028819146192947,-0.0014882293127801488,0.010027070808933919,4.753664289945912
